ID,Üniversite,Bölüm,En Küçük Puan
3331,ISTANBUL AREL UNIVERSITESI,Beslenme ve Diyetetik,328.69173
3332,SIVAS CUMHURIYET UNIVERSITESI,Ebelik,328.65834
3333,ALANYA UNIVERSITESI,Mimarlik,328.60002
3334,BURDUR MEHMET AKIF ERSOY UNIVERSITESI,Ebelik,328.55342
3335,INONU UNIVERSITESI,Elektrik-Elektronik Muhendisligi,328.54209
3336,NUH NACI YAZGAN UNIVERSITESI,Mimarlik,328.54001
3337,KARADENIZ TEKNIK UNIVERSITESI,Turk Dili ve Edebiyati,328.53903
3338,IZMIR DEMOKRASI UNIVERSITESI,Matematik,328.51489
3339,NECMETTIN ERBAKAN UNIVERSITESI,Fizik Ogretmenligi,328.50343
3340,ALTINBAS UNIVERSITESI,Uluslararasi Iliskiler,328.47588
3341,BITLIS EREN UNIVERSITESI,Ebelik,328.33593
3342,ISTANBUL BEYKENT UNIVERSITESI,Cocuk Gelisimi,328.30638
3343,GAZI UNIVERSITESI,Sosyal Hizmet,328.29704
3344,SANKO UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,328.28292
3345,ULUSLARARASI KIBRIS UNIVERSITESI,Hemsirelik,328.27743
3346,SAKARYA UNIVERSITESI,"Radyo, Televizyon ve Sinema",328.25721
3347,BEYKOZ UNIVERSITESI,Lojistik Yonetimi,328.25084
3348,CUKUROVA UNIVERSITESI,Fransizca Ogretmenligi,328.24471
3349,SELCUK UNIVERSITESI,Alman Dili ve Edebiyati,328.23678
3350,ISTANBUL GEDIK UNIVERSITESI,Beslenme ve Diyetetik,328.22413
3351,ONDOKUZ MAYIS UNIVERSITESI,Fen Bilgisi Ogretmenligi,328.21047
3352,ANKARA UNIVERSITESI,Bitki Koruma,328.20184
3353,MARMARA UNIVERSITESI,Calisma Ekonomisi ve Endustri Iliskileri,328.17408
3354,ARTVIN CORUH UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,328.01495
3355,TARSUS UNIVERSITESI,Endustri Muhendisligi,327.99039
3356,ISTANBUL KENT UNIVERSITESI,Ebelik,327.98047
3357,KAPADOKYA UNIVERSITESI,Ebelik,327.96047
3358,MALTEPE UNIVERSITESI,Sosyoloji,327.93885
3359,ISTANBUL GEDIK UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,327.93733
3360,ISTANBUL KULTUR UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,327.87993
3361,ISTANBUL MEDIPOL UNIVERSITESI,Bankacilik ve Sigortacilik,327.87474
3362,ALANYA ALAADDIN KEYKUBAT UNIVERSITESI,Cocuk Gelisimi,327.87388
3363,ABDULLAH GUL UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,327.87129
3364,MERSIN UNIVERSITESI,Matematik,327.81663
3365,DEMIROGLU BILIM UNIVERSITESI,Ebelik,327.81389
3366,MUGLA SITKI KOCMAN UNIVERSITESI,Insaat Muhendisligi,327.771
3367,GIRNE UNIVERSITESI,Psikoloji,327.72432
3368,MALATYA TURGUT OZAL UNIVERSITESI,Ebelik,327.70828
3369,ISTANBUL AYDIN UNIVERSITESI,Sosyoloji,327.65867
3370,ABDULLAH GUL UNIVERSITESI,Biyomuhendislik,327.63917
3371,MUGLA SITKI KOCMAN UNIVERSITESI,Beslenme ve Diyetetik,327.63518
3372,ADIYAMAN UNIVERSITESI,Ebelik,327.60058
3373,ESKISEHIR TEKNIK UNIVERSITESI,Kimya,327.58262
3374,ERCIYES UNIVERSITESI,Rus Dili ve Edebiyati,327.44565
3375,BURSA TEKNIK UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,327.44263
3376,ISTANBUL GELISIM UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,327.42571
3377,BALIKESIR UNIVERSITESI,Molekuler Biyoloji ve Genetik,327.41678
3378,MUDANYA UNIVERSITESI,Cocuk Gelisimi,327.4034
3379,CANAKKALE ONSEKIZ MART UNIVERSITESI,Matematik,327.39953
3380,USKUDAR UNIVERSITESI,Cocuk Gelisimi,327.35404
3381,ONDOKUZ MAYIS UNIVERSITESI,Endustriyel Tasarim,327.34839
3382,KARABUK UNIVERSITESI,Ebelik,327.33162
3383,KOCAELI UNIVERSITESI,Ic Mimarlik,327.33075
3384,GAZI UNIVERSITESI,Felsefe Grubu Ogretmenligi,327.30706
3385,DICLE UNIVERSITESI,Turk Dili ve Edebiyati,327.28784
3386,ISTANBUL TOPKAPI UNIVERSITESI,Havacilik Yonetimi,327.27178
3387,BURSA ULUDAG UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,327.26889
3388,BEYKOZ UNIVERSITESI,Uluslararasi Ticaret ve Finansman,327.23024
3389,HASAN KALYONCU UNIVERSITESI,Iktisat,327.20648
3390,ISTANBUL ATLAS UNIVERSITESI,Ebelik,327.19923
3391,PAMUKKALE UNIVERSITESI,Turk Dili ve Edebiyati,327.08426
3392,ISTANBUL NISANTASI UNIVERSITESI,Beslenme ve Diyetetik,327.06262
3393,KASTAMONU UNIVERSITESI,Ebelik,327.0442
3394,NECMETTIN ERBAKAN UNIVERSITESI,Fen Bilgisi Ogretmenligi,326.94649
3395,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Mimarlik,326.92167
3396,HACETTEPE UNIVERSITESI,Felsefe,326.91549
3397,KAHRAMANMARAS SUTCU IMAM UNIVERSITESI,Ebelik,326.91321
3398,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Arapca Mutercim ve Tercumanlik,326.91039
3399,SELCUK UNIVERSITESI,Uluslararasi Iliskiler,326.89514
3400,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Maliye,326.87435
3401,ERCIYES UNIVERSITESI,Fen Bilgisi Ogretmenligi,326.86552
3402,ONDOKUZ MAYIS UNIVERSITESI,Matematik,326.83191
3403,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Endustriyel Tasarim Muhendisligi,326.75864
3404,SULEYMAN DEMIREL UNIVERSITESI,Gorsel Iletisim Tasarimi,326.75293
3405,ERCIYES UNIVERSITESI,Enerji Sistemleri Muhendisligi,326.7477
3406,ALTINBAS UNIVERSITESI,Uluslararasi Ticaret ve Finansman,326.65926
3407,KIBRIS ILIM UNIVERSITESI,Hemsirelik,326.65714
3408,ANADOLU UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,326.63705
3409,CANAKKALE ONSEKIZ MART UNIVERSITESI,Tarih,326.58473
3410,ISTANBUL KENT UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,326.54804
3411,ISTANBUL AYDIN UNIVERSITESI,Muhasebe ve Finans Yonetimi,326.5146
3412,BINGOL UNIVERSITESI,Ingiliz Dili ve Edebiyati,326.47954
3413,OSMANIYE KORKUT ATA UNIVERSITESI,Ebelik,326.46726
3414,BASKENT UNIVERSITESI,Muhasebe ve Finans Yonetimi,326.42805
3415,DOGU AKDENIZ UNIVERSITESI,Elektronik ve Haberlesme Muhendisligi,326.42693
3416,GEBZE TEKNIK UNIVERSITESI,Iktisat,326.34483
3417,KAHRAMANMARAS ISTIKLAL UNIVERSITESI,Ingilizce Mutercim ve Tercumanlik,326.33939
3418,MUGLA SITKI KOCMAN UNIVERSITESI,Bilisim Sistemleri Muhendisligi,326.3157
3419,AVRASYA UNIVERSITESI,Turk Dili ve Edebiyati,326.27032
3420,ISTANBUL TOPKAPI UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,326.25359
3421,AVRASYA UNIVERSITESI,Ebelik,326.24102
3422,ISTANBUL OKAN UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,326.1898
3423,ERCIYES UNIVERSITESI,Beslenme ve Diyetetik,326.17583
3424,ABDULLAH GUL UNIVERSITESI,Ekonomi,326.15215
3425,MERSIN UNIVERSITESI,Fen Bilgisi Ogretmenligi,326.12914
3426,ISTANBUL ESENYURT UNIVERSITESI,Ebelik,326.02416
3427,ISTANBUL TOPKAPI UNIVERSITESI,Isletme,326.02364
3428,KTO KARATAY UNIVERSITESI,Enerji Yonetimi,326.00386
3429,INONU UNIVERSITESI,Cocuk Gelisimi,326.00265
3430,ULUSLARARASI SARAYBOSNA UNIVERSITESI,Uluslararasi Ticaret ve Finans,325.99018
3431,ERCIYES UNIVERSITESI,Havacilik Yonetimi,325.97817
3432,KIRSEHIR AHI EVRAN UNIVERSITESI,Ebelik,325.93616
3433,ISTANBUL AYDIN UNIVERSITESI,Cocuk Gelisimi,325.90828
3434,GIRESUN UNIVERSITESI,Ebelik,325.83184
3435,IZMIR DEMOKRASI UNIVERSITESI,Uluslararasi Iliskiler,325.72385
3436,ANADOLU UNIVERSITESI,Sanat Tarihi,325.71735
3437,MUNZUR UNIVERSITESI,Ebelik,325.6953
3438,KIBRIS SAGLIK VE TOPLUM BILIMLERI UNIVERSITESI,Psikoloji,325.68256
3439,ATILIM UNIVERSITESI,Tekstil ve Moda Tasarimi,325.58292
3440,AYDIN ADNAN MENDERES UNIVERSITESI,Turk Dili ve Edebiyati,325.58199
3441,ISTANBUL MEDENIYET UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,325.56287
3442,ALTINBAS UNIVERSITESI,Ekonomi,325.49188
3443,ISTANBUL GELISIM UNIVERSITESI,Insaat Muhendisligi,325.49057
3444,ISTANBUL RUMELI UNIVERSITESI,Ic Mimarlik,325.41799
3445,TARSUS UNIVERSITESI,Elektrik-Elektronik Muhendisligi,325.40319
3446,AKDENIZ UNIVERSITESI,Isletme,325.39467
3447,SAKARYA UNIVERSITESI,Cografya,325.24791
3448,GIRNE UNIVERSITESI,Hemsirelik,325.22577
3449,YAKIN DOGU UNIVERSITESI,Sosyal Bilgiler Ogretmenligi,325.20697
3450,CAG UNIVERSITESI,Turk Dili ve Edebiyati,325.19504
3451,OSTIM TEKNIK UNIVERSITESI,Pazarlama,325.14139
3452,TEKIRDAG NAMIK KEMAL UNIVERSITESI,Fransiz Dili ve Edebiyati,325.08408
3453,AKSARAY UNIVERSITESI,Yonetim Bilisim Sistemleri,325.04969
3454,ONDOKUZ MAYIS UNIVERSITESI,Tarih,325.0166
3455,SAKARYA UYGULAMALI BILIMLER UNIVERSITESI,Makine Muhendisligi,324.93001
3456,ONDOKUZ MAYIS UNIVERSITESI,Fizik Ogretmenligi,324.92286
3457,ISTANBUL TOPKAPI UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,324.89559
3458,ANKARA UNIVERSITESI,Jeofizik Muhendisligi,324.85824
3459,DOGUS UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,324.77999
3460,MARMARA UNIVERSITESI,Ekonometri,324.77159
3461,ISTINYE UNIVERSITESI,Cocuk Gelisimi,324.75378
3462,ALTINBAS UNIVERSITESI,Lojistik Yonetimi,324.71701
3463,BILECIK SEYH EDEBALI UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,324.71264
3464,DOKUZ EYLUL UNIVERSITESI,Biyoloji Ogretmenligi,324.67481
3465,MARMARA UNIVERSITESI,Bankacilik,324.65273
3466,BURSA TEKNIK UNIVERSITESI,Matematik,324.62494
3467,TOKAT GAZIOSMANPASA UNIVERSITESI,Ebelik,324.59329
3468,CANKIRI KARATEKIN UNIVERSITESI,Ebelik,324.54884
3469,KIRKLARELI UNIVERSITESI,Ebelik,324.50975
3470,DOGU AKDENIZ UNIVERSITESI,Isletme Muhendisligi,324.40993
3471,ISTANBUL UNIVERSITESI-CERRAHPASA,Odyoloji,324.40094
3472,ISTANBUL AREL UNIVERSITESI,Havacilik Yonetimi,324.3556
3473,KOCAELI UNIVERSITESI,Fen Bilgisi Ogretmenligi,324.34148
3474,KIRIKKALE UNIVERSITESI,Cocuk Gelisimi,324.277
3475,USAK UNIVERSITESI,Beden Egitimi ve Spor Ogretmenligi,324.26681
3476,DICLE UNIVERSITESI,Fen Bilgisi Ogretmenligi,324.23129
3477,ISTANBUL ATLAS UNIVERSITESI,Isletme,324.21582
3478,AKDENIZ UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,324.18195
3479,ISTANBUL NISANTASI UNIVERSITESI,Ic Mimarlik,324.09969
3480,USKUDAR UNIVERSITESI,Sosyoloji,324.0844
3481,ISPARTA UYGULAMALI BILIMLER UNIVERSITESI,Turizm Rehberligi,324.08273
3482,HARRAN UNIVERSITESI,Turk Dili ve Edebiyati,324.01159
3483,ERZINCAN BINALI YILDIRIM UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,323.96402
3484,USKUDAR UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,323.95717
3485,ULUSLARARASI SARAYBOSNA UNIVERSITESI,Isletme,323.94567
3486,AYDIN ADNAN MENDERES UNIVERSITESI,"Radyo, Televizyon ve Sinema",323.89462
3487,SAKARYA UNIVERSITESI,Matematik,323.88016
3488,ISTANBUL BEYKENT UNIVERSITESI,Grafik Tasarimi,323.85699
3489,YOZGAT BOZOK UNIVERSITESI,Ebelik,323.83918
3490,ISTANBUL AREL UNIVERSITESI,Grafik Tasarimi,323.81223
3491,FENERBAHCE UNIVERSITESI,Ergoterapi,323.80045
3492,ISTANBUL MEDENIYET UNIVERSITESI,Sosyoloji,323.73164
3493,ISTANBUL TOPKAPI UNIVERSITESI,Ekonomi,323.69111
3494,ULUSLARARASI FINAL UNIVERSITESI,Psikoloji,323.6301
3495,KAPADOKYA UNIVERSITESI,Cocuk Gelisimi,323.58821
3496,EGE UNIVERSITESI,Moda Tasarimi,323.55106
3497,CANAKKALE ONSEKIZ MART UNIVERSITESI,Kimya,323.46509
3498,AGRI IBRAHIM CECEN UNIVERSITESI,Ebelik,323.46352
3499,KAFKAS UNIVERSITESI,Ebelik,323.4029
3500,ISTANBUL NISANTASI UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,323.29478
3501,ANKARA HACI BAYRAM VELI UNIVERSITESI,Sanat Tarihi,323.26279
3502,ANKARA HACI BAYRAM VELI UNIVERSITESI,Uluslararasi Ticaret ve Finansman,323.23788
3503,ISTANBUL RUMELI UNIVERSITESI,Beslenme ve Diyetetik,323.14542
3504,ISTANBUL GELISIM UNIVERSITESI,Ic Mimarlik,323.1303
3505,KUTAHYA SAGLIK BILIMLERI UNIVERSITESI,Ergoterapi,323.08762
3506,ANADOLU UNIVERSITESI,Sosyal Hizmet,323.08582
3507,NUH NACI YAZGAN UNIVERSITESI,Beslenme ve Diyetetik,323.02564
3508,ADIYAMAN UNIVERSITESI,Arapca Ogretmenligi,323.0196
3509,BEZM-I ÂLEM VAKIF UNIVERSITESI,Odyoloji,322.94512
3510,GIRNE AMERIKAN UNIVERSITESI,Hemsirelik,322.89692
3511,ISTANBUL KENT UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,322.87048
3512,ULUSLARARASI KIBRIS UNIVERSITESI,Endustri Muhendisligi,322.84977
3513,DOKUZ EYLUL UNIVERSITESI,Uluslararasi Ticaret,322.83287
3514,AVRASYA UNIVERSITESI,Beslenme ve Diyetetik,322.80969
3515,ISTANBUL YENI YUZYIL UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,322.79151
3516,MIMAR SINAN GUZEL SANATLAR UNIVERSITESI,Felsefe,322.7799
3517,ISTANBUL YENI YUZYIL UNIVERSITESI,Isletme,322.7625
3518,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Beslenme ve Diyetetik,322.67872
3519,CUKUROVA UNIVERSITESI,Iletisim Bilimleri,322.6742
3520,GIRNE AMERIKAN UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,322.66586
3521,ISTANBUL GELISIM UNIVERSITESI,Perfuzyon,322.62187
3522,HATAY MUSTAFA KEMAL UNIVERSITESI,Turk Dili ve Edebiyati,322.61171
3523,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Sosyal Hizmet,322.54396
3524,BOLU ABANT IZZET BAYSAL UNIVERSITESI,Turk Dili ve Edebiyati,322.50046
3525,SELCUK UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,322.439
3526,KAFKAS UNIVERSITESI,Ingiliz Dili ve Edebiyati,322.41634
3527,ISTANBUL YENI YUZYIL UNIVERSITESI,Siyaset Bilimi ve Uluslararasi Iliskiler,322.3533
3528,EGE UNIVERSITESI,Fizik,322.32602
3529,GIRNE AMERIKAN UNIVERSITESI,Amerikan Kulturu ve Edebiyati,322.32102
3530,ONDOKUZ MAYIS UNIVERSITESI,Metalurji ve Malzeme Muhendisligi,322.31136
3531,SAKARYA UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,322.27477
3532,ANKARA UNIVERSITESI,Bulgar Dili ve Edebiyati,322.25987
3533,TOROS UNIVERSITESI,Beslenme ve Diyetetik,322.24892
3534,ATATURK UNIVERSITESI,Almanca Ogretmenligi,322.18456
3535,YAKIN DOGU UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,322.17234
3536,HACETTEPE UNIVERSITESI,Bilgi ve Belge Yonetimi,322.13493
3537,IZMIR KATIP CELEBI UNIVERSITESI,Tarih,322.0979
3538,ISTANBUL MEDIPOL UNIVERSITESI,Kentsel Tasarim ve Peyzaj Mimarligi,322.01265
3539,ANKARA UNIVERSITESI,Saglik Yonetimi,322.00988
3540,ISTANBUL YENI YUZYIL UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,321.96372
3541,ISTANBUL UNIVERSITESI,Sehir ve Bolge Planlama,321.95642
3542,ISTANBUL BEYKENT UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,321.93196
3543,ISTANBUL UNIVERSITESI,Astronomi ve Uzay Bilimleri,321.86694
3544,PAMUKKALE UNIVERSITESI,Fen Bilgisi Ogretmenligi,321.83844
3545,MUGLA SITKI KOCMAN UNIVERSITESI,Havacilik Yonetimi,321.82522
3546,KIRSEHIR AHI EVRAN UNIVERSITESI,Cocuk Gelisimi,321.72146
3547,ISTANBUL GELISIM UNIVERSITESI,Ergoterapi,321.72097
3548,BARTIN UNIVERSITESI,Beden Egitimi ve Spor Ogretmenligi,321.68091
3549,MUNZUR UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,321.62455
3550,AGRI IBRAHIM CECEN UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,321.62193
3551,ISTANBUL AREL UNIVERSITESI,Cocuk Gelisimi,321.62112
3552,BALIKESIR UNIVERSITESI,Turk Dili ve Edebiyati,321.58606
3553,CANAKKALE ONSEKIZ MART UNIVERSITESI,Kimya Ogretmenligi,321.53034
3554,SELCUK UNIVERSITESI,Beslenme ve Diyetetik,321.53003
3555,ISTANBUL RUMELI UNIVERSITESI,Havacilik Yonetimi,321.51102
3556,BANDIRMA ONYEDI EYLUL UNIVERSITESI,Yeni Medya ve Iletisim,321.33676
3557,ISTANBUL AREL UNIVERSITESI,Insaat Muhendisligi,321.28873
3558,GIRNE UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,321.16967
3559,HACETTEPE UNIVERSITESI,Almanca Ogretmenligi,321.10001
3560,CUKUROVA UNIVERSITESI,Bitki Koruma,321.0947
3561,KIBRIS ILIM UNIVERSITESI,Bilgisayar Muhendisligi,321.09247
3562,GAZI UNIVERSITESI,Otomotiv Muhendisligi,321.08605
3563,TRAKYA UNIVERSITESI,Beslenme ve Diyetetik,320.98452
3564,KTO KARATAY UNIVERSITESI,Ic Mimarlik,320.95372
3565,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Sosyal Hizmet,320.94317
3566,ISTANBUL GEDIK UNIVERSITESI,Uluslararasi Ticaret ve Lojistik,320.91418
3567,KIBRIS BATI UNIVERSITESI,Psikoloji,320.90814
3568,KAPADOKYA UNIVERSITESI,Havacilik Yonetimi,320.83307
3569,ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,Saglik Yonetimi,320.82779
3570,DOKUZ EYLUL UNIVERSITESI,Turizm Isletmeciligi,320.82755
3571,ERCIYES UNIVERSITESI,Ucak Muhendisligi,320.78268
3572,GAZIANTEP UNIVERSITESI,Matematik,320.73541
3573,KOCAELI UNIVERSITESI,Reklamcilik,320.68929
3574,YILDIZ TEKNIK UNIVERSITESI,Kultur Varliklarini Koruma ve Onarim,320.68287
3575,KARADENIZ TEKNIK UNIVERSITESI,Uluslararasi Iliskiler,320.62668
3576,ADA KENT UNIVERSITESI,Yazilim Muhendisligi,320.44861
3577,HASAN KALYONCU UNIVERSITESI,Makine Muhendisligi,320.41093
3578,KIBRIS ILIM UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,320.37413
3579,KTO KARATAY UNIVERSITESI,Sosyal Hizmet,320.35694
3580,SELCUK UNIVERSITESI,Matematik,320.32003
3581,ANKARA HACI BAYRAM VELI UNIVERSITESI,Cagdas Turk Lehceleri ve Edebiyatlari,320.29783
3582,BILECIK SEYH EDEBALI UNIVERSITESI,Cocuk Gelisimi,320.28685
3583,ERCIYES UNIVERSITESI,Turizm Rehberligi,320.27712
3584,ANKARA HACI BAYRAM VELI UNIVERSITESI,Tapu Kadastro,320.25093
3585,ISTANBUL AREL UNIVERSITESI,Lojistik Yonetimi,320.24502
3586,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Finans ve Bankacilik,320.23694
3587,CANAKKALE ONSEKIZ MART UNIVERSITESI,Fen Bilgisi Ogretmenligi,320.22724
3588,HASAN KALYONCU UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,320.22471
3589,PAMUKKALE UNIVERSITESI,Matematik,320.15991
3590,SIVAS CUMHURIYET UNIVERSITESI,Fen Bilgisi Ogretmenligi,320.147
3591,ISTANBUL GELISIM UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,320.13401
3592,ULUSLARARASI FINAL UNIVERSITESI,Ingilizce Ogretmenligi,320.10581
3593,AYDIN ADNAN MENDERES UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,320.04307
3594,IZMIR TINAZTEPE UNIVERSITESI,Ergoterapi,320.0343
3595,MUS ALPARSLAN UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,320.0
3596,ONDOKUZ MAYIS UNIVERSITESI,Yazilim Gelistirme,320.0
3597,BURSA TEKNIK UNIVERSITESI,Veri Bilimi ve Analitigi,320.0
3598,KARADENIZ TEKNIK UNIVERSITESI,Yazilim Gelistirme,320.0
3599,KOCAELI UNIVERSITESI,Yapay Zeka ve Makine Ogrenmesi,320.0
3600,ATATURK UNIVERSITESI,Yapay Zeka ve Makine Ogrenmesi,320.0
3601,ONDOKUZ MAYIS UNIVERSITESI,Bilgi Guvenligi Teknolojisi,320.0
3602,HARRAN UNIVERSITESI,Veri Bilimi ve Analitigi,320.0
3603,KONYA TEKNIK UNIVERSITESI,Yapay Zeka ve Makine Ogrenmesi,320.0
3604,ATATURK UNIVERSITESI,Veri Bilimi ve Analitigi,320.0
3605,BURSA TEKNIK UNIVERSITESI,Yapay Zeka ve Makine Ogrenmesi,320.0
3606,EGE UNIVERSITESI,Tip,320.0
3607,SAKARYA UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,320.0
3608,MANISA CELÂL BAYAR UNIVERSITESI,Veri Bilimi ve Analitigi,320.0
3609,ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,320.0
3610,NIGDE OMER HALISDEMIR UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,320.0
3611,ATATURK UNIVERSITESI,Bilisim Sistemleri ve Teknolojileri,320.0
3612,ADANA ALPARSLAN TURKES BILIM VE TEKNOLOJI UNIVERSITESI,Bilgi Guvenligi Teknolojisi,320.0
3613,MANISA CELÂL BAYAR UNIVERSITESI,Yapay Zeka ve Makine Ogrenmesi,320.0
3614,SAKARYA UNIVERSITESI,Veri Bilimi ve Analitigi,320.0
3615,IZMIR DEMOKRASI UNIVERSITESI,Insaat Muhendisligi,319.95953
3616,SIIRT UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,319.91786
3617,SULEYMAN DEMIREL UNIVERSITESI,Turk Dili ve Edebiyati,319.91658
3618,ISKENDERUN TEKNIK UNIVERSITESI,Yonetim Bilisim Sistemleri,319.90638
3619,ISTANBUL UNIVERSITESI,Felsefe,319.86431
3620,ISTANBUL UNIVERSITESI-CERRAHPASA,Saglik Yonetimi,319.84096
3621,AYDIN ADNAN MENDERES UNIVERSITESI,Insaat Muhendisligi,319.82765
3622,ANKARA HACI BAYRAM VELI UNIVERSITESI,El Sanatlari,319.81526
3623,ISTANBUL NISANTASI UNIVERSITESI,Sosyoloji,319.8053
3624,ONDOKUZ MAYIS UNIVERSITESI,Siyaset Bilimi ve Kamu Yonetimi,319.78958
3625,ESKISEHIR OSMANGAZI UNIVERSITESI,Isletme,319.75119
3626,BANDIRMA ONYEDI EYLUL UNIVERSITESI,Beslenme ve Diyetetik,319.74373
3627,GAZIANTEP UNIVERSITESI,Havacilik Yonetimi,319.72948
3628,VAN YUZUNCU YIL UNIVERSITESI,Fen Bilgisi Ogretmenligi,319.72841
3629,ISTANBUL ESENYURT UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,319.67811
3630,AYDIN ADNAN MENDERES UNIVERSITESI,Halkla Iliskiler ve Reklamcilik,319.66861
3631,USKUDAR UNIVERSITESI,Sosyal Hizmet,319.54963
3632,DOKUZ EYLUL UNIVERSITESI,Sosyoloji,319.48326
3633,BURDUR MEHMET AKIF ERSOY UNIVERSITESI,Yonetim Bilisim Sistemleri,319.39806
3634,OSMANIYE KORKUT ATA UNIVERSITESI,Ic Mimarlik ve Cevre Tasarimi,319.37853
3635,BURSA TEKNIK UNIVERSITESI,Polimer Malzeme Muhendisligi,319.25009
3636,ISTANBUL KENT UNIVERSITESI,Cocuk Gelisimi,319.24957
3637,ISTANBUL SAGLIK VE TEKNOLOJI UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,319.20779
3638,ANKARA YILDIRIM BEYAZIT UNIVERSITESI,Odyoloji,319.16129
3639,CANAKKALE ONSEKIZ MART UNIVERSITESI,Isletme,319.14327
3640,SULEYMAN DEMIREL UNIVERSITESI,Fen Bilgisi Ogretmenligi,319.1428
3641,DOKUZ EYLUL UNIVERSITESI,Bilgisayar ve Ogretim Teknolojileri Ogretmenligi,319.12633
3642,ISTANBUL NISANTASI UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,319.10971
3643,ISTANBUL AYDIN UNIVERSITESI,Kamu Yonetimi,319.04038
3644,ISTANBUL UNIVERSITESI,Turizm Isletmeciligi,318.9757
3645,MARMARA UNIVERSITESI,Sermaye Piyasasi,318.95895
3646,ISTANBUL AREL UNIVERSITESI,Ic Mimarlik,318.94588
3647,DEMIROGLU BILIM UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,318.94389
3648,ISTANBUL ESENYURT UNIVERSITESI,Beslenme ve Diyetetik,318.89847
3649,ISTANBUL GELISIM UNIVERSITESI,Cocuk Gelisimi,318.83876
3650,BURSA TEKNIK UNIVERSITESI,Kimya,318.81314
3651,MUS ALPARSLAN UNIVERSITESI,Ingiliz Dili ve Edebiyati,318.52583
3652,AFYON KOCATEPE UNIVERSITESI,Turizm Rehberligi,318.52068
3653,KARADENIZ TEKNIK UNIVERSITESI,Fizyoterapi ve Rehabilitasyon,318.48785
3654,HARRAN UNIVERSITESI,Cografya,318.46406
3655,AKDENIZ UNIVERSITESI,Sanat Tarihi,318.44213
3656,BITLIS EREN UNIVERSITESI,Gastronomi ve Mutfak Sanatlari,318.3667
3657,GIRNE UNIVERSITESI,Rehberlik ve Psikolojik Danismanlik,318.34953
3658,AKDENIZ UNIVERSITESI,Rekreasyon Yonetimi,318.32658
3659,KONYA GIDA VE TARIM UNIVERSITESI,Uluslararasi Ticaret ve Isletmecilik,318.25971
3660,YAKIN DOGU UNIVERSITESI,Ebelik,318.25377
